Category,Food Name,Description,Food Group,Food Subgroup,Edible Portion,Default Serving Size,Alternative Serving Size(s),Source of Data,Last Updated,Per 100 Unit,Per Serving Size,Energy (kcal) - Per 100,Energy (kcal) - Per Serving,Protein (g) - Per 100,Protein (g) - Per Serving,Total Fat (g) - Per 100,Total Fat (g) - Per Serving,Saturated Fat (g) - Per 100,Saturated Fat (g) - Per Serving,Trans Fat (g) - Per 100,Trans Fat (g) - Per Serving,Carbohydrate (g) - Per 100,Carbohydrate (g) - Per Serving,Sugar (g) - Per 100,Sugar (g) - Per Serving,Added Sugar (g) - Per 100,Added Sugar (g) - Per Serving,Dietary Fibre (g) - Per 100,Dietary Fibre (g) - Per Serving,Sodium (mg) - Per 100,Sodium (mg) - Per Serving,Potassium (mg) - Per 100,Potassium (mg) - Per Serving,Calcium (mg) - Per 100,Calcium (mg) - Per Serving,Iron (mg) - Per 100,Iron (mg) - Per Serving,Water (g) - Per 100,Water (g) - Per Serving,Nitrogen (g) - Per 100,Nitrogen (g) - Per Serving,Polyunsaturated Fat (g) - Per 100,Polyunsaturated Fat (g) - Per Serving,Monounsaturated Fat (g) - Per 100,Monounsaturated Fat (g) - Per Serving,Omega-3 (EPA+DHA) (mg) - Per 100,Omega-3 (EPA+DHA) (mg) - Per Serving,Cholesterol (mg) - Per 100,Cholesterol (mg) - Per Serving,Glucose (g) - Per 100,Glucose (g) - Per Serving,Fructose (g) - Per 100,Fructose (g) - Per Serving,Maltose (g) - Per 100,Maltose (g) - Per Serving,Galactose (g) - Per 100,Galactose (g) - Per Serving,Sucrose (g) - Per 100,Sucrose (g) - Per Serving,Lactose (g) - Per 100,Lactose (g) - Per Serving,Starch (g) - Per 100,Starch (g) - Per Serving,Vitamin A (μg) - Per 100,Vitamin A (μg) - Per Serving,Retinol (μg) - Per 100,Retinol (μg) - Per Serving,B-carotene (μg) - Per 100,B-carotene (μg) - Per Serving,Thiamine (Vitamin B1) (mg) - Per 100,Thiamine (Vitamin B1) (mg) - Per Serving,Riboflavin (Vitamin B2) (mg) - Per 100,Riboflavin (Vitamin B2) (mg) - Per Serving,Vitamin B6 (mg) - Per 100,Vitamin B6 (mg) - Per Serving,Folic Acid (Vitamin B9) (μg) - Per 100,Folic Acid (Vitamin B9) (μg) - Per Serving,Vitamin B12 (μg) - Per 100,Vitamin B12 (μg) - Per Serving,Vitamin C (mg) - Per 100,Vitamin C (mg) - Per Serving,Vitamin D (IU) - Per 100,Vitamin D (IU) - Per Serving,Vitamin E (IU) - Per 100,Vitamin E (IU) - Per Serving,Vitamin K (μg) - Per 100,Vitamin K (μg) - Per Serving,Phosphorus (mg) - Per 100,Phosphorus (mg) - Per Serving,Selenium (μg) - Per 100,Selenium (μg) - Per Serving,Zinc (mg) - Per 100,Zinc (mg) - Per Serving
Fruit,Durian,"Large spiky fruit with creamy yellow flesh, strong distinctive aroma and a rich custard-like texture",Fruit,Fresh fruit,100%,1 piece(s) (seed) = 27g,-,Lab Analysis,2010,Per 100g,Per Serving (27g),165,45,2.5,0.68,4.1,1.11,1.1,0.3,0,0,29.6,7.99,21.1,5.7,-,-,3.2,0.86,3,1,-,-,5,1,0.5,0.14,-,-,-,-,0.25,0.07,1.89,0.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68,18.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.4,5.78,-,-,-,-,-,-,-,-,-,-,-,-
Fruit,Lime,"Small round green citrus fruit with yellow flesh, seeds and sour juice",Fruit,Fresh fruit,70%,1 whole = 35g,-,Borrowed,2025,Per 100g,Per Serving (35g),30,7,0.7,0.17,0.2,0.05,0.02,Trace,0,0,10.54,2.58,-,-,-,-,2.8,0.69,2,Trace,102,25,33,8,0.6,0.15,88.26,21.62,-,-,0.06,0.01,0.02,Trace,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0.49,0,0,30,7.35,0.03,0.01,0.02,Trace,0.04,0.01,8,1.96,0,0,29.1,7.13,0,0,0.33,0.08,0.6,0.15,18,4,0.4,0.1,0.11,0.03
Fruit,Longan,Small round brown fruit with sweet translucent flesh wrapped around a small black seed,Fruit,Fresh fruit,72%,1 handful(s) = 50g,-,Borrowed,2025,Per 100g,Per Serving (50g),60,22,1.31,0.47,0.1,0.04,-,-,0,0,15.14,5.45,-,-,-,-,1.1,0.4,0,0,266,96,1,Trace,0.13,0.05,82.75,29.79,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.01,0.14,0.05,-,-,-,-,0,0,84,30.24,-,-,-,-,-,-,21,8,-,-,0.05,0.02
Fruit,Sea coconut,Sweet preserved fruit from attap palm with translucent jelly-like texture,Fruit,Fresh fruit,100%,1 piece(s) = 125g,-,Lab Analysis,2010,Per 100g,Per Serving (125g),86,108,0.3,0.38,0,0,0,0,0,0,21.3,26.63,14.1,17.63,-,-,0.6,0.75,8,10,-,-,5,6,0.1,0.13,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Fruit,Watermelon,Large round green-striped melon with sweet juicy red flesh and seeds,Fruit,Fresh fruit,51%,1 slice(s) (triangle) = 130g,-,Borrowed,2025,Per 100g,Per Serving (130g),30,20,0.61,0.4,0.15,0.1,0.01,0.01,0,0,7.55,5.01,6.2,4.11,-,-,0.4,0.27,1,1,-,-,7,5,0.24,0.16,-,-,-,-,0.05,0.03,0.03,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,18.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.1,5.37,-,-,-,-,-,-,-,-,-,-,-,-
Fruit,Kedondong,"Fresh kedondong, light green in colour, firm and crisp texture with sour-tart taste.",Fruit,Fresh fruit,69%,1 whole = 50g,-,Borrowed,2025,Per 100g,Per Serving (50g),89,31,0.7,0.24,0.24,0.08,-,-,-,-,20.96,7.23,-,-,-,-,-,-,-,-,-,-,114,39,1.1,0.38,76.8,26.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0.05,0.02,0.19,0.07,-,-,-,-,-,-,150,51.75,-,-,-,-,-,-,42,14,-,-,-,-
Fruit,Lime juice,"Fresh citrus juice, clear light green in colour, liquid with sharp tart-acidic taste.",Fruit,Fresh fruit,100%,1 cup(s) = 242g,-,Borrowed,2025,Per 100g,Per Serving (242g),25,61,0.42,1.02,0.07,0.17,0.01,0.02,0,0,8.42,20.38,1.69,4.09,-,-,0.4,0.97,2,5,117,283,14,34,0.09,0.22,90.79,219.71,-,-,0.02,0.05,0.01,0.02,0,0,0,0,0.6,1.45,0.61,1.48,0,0,0,0,0.48,1.16,0,0,0,0,2,4.84,0,0,30,72.6,0.03,0.07,0.02,0.05,0.04,0.1,10,24.2,0,0,30,72.6,0,0,0.33,0.8,0.6,1.45,14,34,0.1,0.24,0.08,0.19
Fruit,Soursop,"Fresh tropical fruit, green spiky exterior with white flesh, soft creamy texture with sweet-tart taste.",Fruit,Fresh fruit,68%,1 whole = 625g,-,Borrowed,2025,Per 100g,Per Serving (625g),66,281,1,4.25,0.3,1.28,0.05,0.21,0,0,16.84,71.57,13.54,57.55,-,-,3.3,14.03,14,60,278,1182,14,60,0.6,2.55,81.16,344.93,-,-,0.07,0.3,0.09,0.38,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,1,4.25,0.07,0.3,0.05,0.21,0.06,0.26,14,59.5,0,0,20.6,87.55,0,0,0.12,0.51,0.4,1.7,27,115,0.6,2.55,0.1,0.43
Fruit,Fruit salad,Canned mixed fruits combined in a sugar-based syrup,Fruit,Fruit-based dishes,100%,1 cup(s) = 260g,-,Borrowed,2025,Per 100g,Per Serving (260g),51,133,0.4,1.04,0.1,0.26,0,0,-,-,11,28.6,11,28.6,-,-,1.1,2.86,4,10,-,-,5,13,0.4,1.04,-,-,-,-,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,101.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2.6,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Appam,South Indian rice and coconut pancake with crispy edges and soft centre,Grains and staples,Batter-based dishes,100%,1 piece(s) = 72g,-,Lab Analysis,2024,Per 100g,Per Serving (72g),221,159,4.45,3.2,2.82,2.03,2.34,1.68,-,-,44.57,32.09,3.77,2.71,-,-,1.79,1.29,347,250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Idli,"Small, fluffy, spherical bread with tapered edges, made with ground rice and urad dahl, served with sambar and chutney",Grains and staples,Batter-based dishes,100%,1 piece(s) = 269g,-,Lab Analysis,2025,Per 100g,Per Serving (269g),129,347,5.37,14.45,0.95,2.56,0.17,0.46,Trace,Trace,24.8,66.71,Trace,Trace,-,-,3.66,9.85,306,823,167,449,13,35,0.79,2.13,67.2,180.77,-,-,0.21,0.56,0.21,0.56,Trace,Trace,-,-,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Masala thosai,"Indian-style wafer filled with spiced potato, long bean, carrot, pea and green chilli, served with sambar and chutney",Grains and staples,Batter-based dishes,100%,1 piece(s) = 271g,-,Lab Analysis,2025,Per 100g,Per Serving (271g),162,439,4.34,11.76,5.8,15.72,2.27,6.15,0.04,0.11,22.95,62.19,0.45,1.22,-,-,3,8.13,395,1070,226,612,16,43,0.81,2.2,64.8,175.61,-,-,0.69,1.87,2.28,6.18,Trace,Trace,-,-,0.15,0.41,0.3,0.81,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Paper thosai,"Fried indian bread, thin and crispy",Grains and staples,Batter-based dishes,100%,1 piece(s) = 50g,-,Lab Analysis,2010,Per 100g,Per Serving (50g),305,153,6.4,3.2,10.8,5.4,5.5,2.75,-,-,45.8,22.9,1.4,0.7,-,-,2.7,1.35,437,219,-,-,14,7,0.7,0.35,-,-,-,-,0.97,0.49,3.81,1.91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Rawa thosai,"Thin, flat round pancake-like bread, made with suji flour, black gram dhal, shallots, chillies",Grains and staples,Batter-based dishes,100%,1 piece(s) = 85g,-,Lab Analysis,2010,Per 100g,Per Serving (85g),240,204,4.94,4.2,6.92,5.88,3.29,2.8,-,-,39.44,33.52,1.09,0.93,-,-,1.02,0.87,437,371,-,-,13,11,1.08,0.92,-,-,-,-,0.63,0.54,2.7,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.5,4.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Thosai,"Indian-style round, pancake-like bread made with fermented rice and gram batter, served with chutney and sambar",Grains and staples,Batter-based dishes,100%,1 piece(s) = 156g,-,Lab Analysis,2025,Per 100g,Per Serving (156g),258,402,7,10.92,7.4,11.54,2.79,4.35,0.02,0.03,40.95,63.88,0.7,1.09,-,-,3.16,4.93,321,501,147,229,14,22,1.02,1.59,42.85,66.85,-,-,0.88,1.37,2.71,4.23,Trace,Trace,-,-,0.6,0.94,0.1,0.16,Trace,Trace,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Thosai (cheese),Indian fermented rice crepe filled with cheese,Grains and staples,Batter-based dishes,100%,1 piece(s) = 130g,-,Lab Analysis,2023,Per 100g,Per Serving (130g),268,348,9.66,12.56,9.12,11.86,5.64,7.33,-,-,36.81,47.85,3.11,4.04,-,-,2.26,2.94,844,1097,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Thosai (egg),"Indian-style round, pancake-like bread made with fermented rice and gram batter, with egg",Grains and staples,Batter-based dishes,100%,1 piece(s) = 146g,-,Lab Analysis,2023,Per 100g,Per Serving (146g),234,342,8.62,12.59,8.46,12.35,3.57,5.21,0,0,30.8,44.97,3.57,5.21,-,-,1.39,2.03,508,742,-,-,17,25,0,0,-,-,-,-,0.5,0.73,1.8,2.63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Thosai (ghee),Indian fermented rice crepe with clarified butter,Grains and staples,Batter-based dishes,100%,1 piece(s) = 108g,-,Lab Analysis,2023,Per 100g,Per Serving (108g),345,373,6.13,6.62,17.57,18.98,10.96,11.84,-,-,40.61,43.86,3.04,3.28,-,-,1.82,1.97,591,638,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Otah bun,Spicy fish paste wrapped with bun,Grains and staples,Bread-based dishes,100%,1 whole = 92g,-,Lab Analysis,2026,Per 100g,Per Serving (92g),291,268,10.65,9.8,11.3,10.4,6.05,5.57,0.06,0.06,36.58,33.65,3.2,2.94,-,-,2.45,2.25,405,373,154,142,59,54,1.09,1,37.5,34.5,-,-,-,-,-,-,-,-,-,-,1.2,1.1,1.1,1.01,0.4,0.37,0,0,0.3,0.28,0.2,0.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Beef banh mi,"Vietnamese sandwich with grilled beef, pickled vegetables and herbs in baguette",Grains and staples,Bread-based dishes,100%,1 whole = 224g,-,Lab Analysis,2018,Per 100g,Per Serving (224g),190,426,13.1,29.34,6.43,14.4,2.09,4.68,0.13,0.29,20,44.8,1.6,3.58,-,-,1.2,2.69,431,965,-,-,24,54,1.85,4.14,-,-,-,-,2.12,4.75,2.09,4.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,83.73,187.56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,1.57,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Beef burger,"Grilled beef patty with cheese, lettuce, tomatoes and onions between toasted buns",Grains and staples,Bread-based dishes,100%,1 burger(s) = 273g,-,Lab Analysis,2023,Per 100g,Per Serving (273g),241,658,13.45,36.72,15.12,41.28,6.81,18.59,-,-,12.89,35.19,3.62,9.88,-,-,2.04,5.57,471,1286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Beef kebab (wrap),"Flat bread or wrap filled with beef, vegetables, barbeque and mayo sauce",Grains and staples,Bread-based dishes,100%,1 wrap(s) = 223g,-,Lab Analysis,2010,Per 100g,Per Serving (223g),218,486,15,33.45,6.8,15.16,2.7,6.02,-,-,24.2,53.97,3.5,7.81,-,-,3.5,7.81,212,473,-,-,25,56,1.1,2.45,-,-,-,-,0.12,0.27,2.83,6.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,55.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,6.91,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Bhatura,"Sliced chicken, mushroom, carrot, beansprouts, spinach, chilli soyabean paste and egg, served with rice and sesame seeds",Grains and staples,Bread-based dishes,100%,1 piece(s) = 113g,-,Lab Analysis,2010,Per 100g,Per Serving (113g),370,418,6.56,7.41,20.8,23.5,9.57,10.81,0.1,0.11,39.28,44.39,2.98,3.37,-,-,1.71,1.93,483,546,-,-,72,81,0.91,1.03,-,-,-,-,2,2.26,8.29,9.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.8,43.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Big pau (chicken),"Bun filled with minced chicken meat and boiled eggs, steamed",Grains and staples,Bread-based dishes,100%,1 whole = 113g,-,Lab Analysis,2023,Per 100g,Per Serving (113g),239,270,9.52,10.76,9.2,10.4,3.3,3.73,-,-,29.75,33.62,11.72,13.24,-,-,0.75,0.85,386,436,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Big pau (pork),"Bun filled with minced pork and boiled eggs, steamed",Grains and staples,Bread-based dishes,100%,1 whole = 142g,-,Lab Analysis,2023,Per 100g,Per Serving (142g),224,318,9.05,12.85,8.42,11.96,3.35,4.76,-,-,28.13,39.94,10.03,14.24,-,-,0.9,1.28,344,488,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Bo luo bao,"Hong Kong-style sweet bun with crispy, pineapple-patterned crust and soft interior",Grains and staples,Bread-based dishes,100%,1 piece(s) = 77g,-,Lab Analysis,2010,Per 100g,Per Serving (77g),419,323,8.4,6.47,20.61,15.87,12.08,9.3,0.47,0.36,49.9,38.42,13.3,10.24,-,-,1.3,1,294,226,-,-,49,38,0.75,0.58,-,-,-,-,1.88,1.45,6.18,4.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143,110.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,0.62,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Butter and sugar toast,Toasted white bread spread with butter and sprinkled with white sugar,Grains and staples,Bread-based dishes,100%,1 piece(s) = 64g,-,Lab Analysis,2026,Per 100g,Per Serving (64g),451,289,6.65,4.26,25.95,16.61,18.3,11.71,0.74,0.47,47.68,30.52,16.1,10.3,-,-,1,0.64,428,274,64,41,49,31,0.84,0.54,17.2,11.01,-,-,-,-,-,-,-,-,-,-,0,0,0.4,0.26,0,0,0.95,0.61,1.9,1.22,12.85,8.22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Char siew pau,Steamed bun filled with barbecued pork filling,Grains and staples,Bread-based dishes,100%,1 whole = 56g,-,Lab Analysis,2025,Per 100g,Per Serving (56g),262,147,9.99,5.59,7.7,4.31,2.65,1.48,0.01,0.01,38.05,21.31,10.1,5.66,-,-,1.92,1.08,297,166,124,69,14,8,0.45,0.25,43.25,24.22,-,-,1.29,0.72,2.84,1.59,Trace,Trace,-,-,0.8,0.45,0.9,0.5,0.4,0.22,Trace,Trace,8,4.48,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Char siew soh,"Pastry filled with char siew, baked",Grains and staples,Bread-based dishes,100%,1 piece(s) = 44g,-,Lab Analysis,2010,Per 100g,Per Serving (44g),376,165,9.5,4.18,25.2,11.09,13.1,5.76,0.03,0.01,27.8,12.23,3.7,1.63,-,-,1.9,0.84,355,156,-,-,28,12,1.4,0.62,-,-,-,-,2.4,1.06,8.5,3.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Cheese french toast,"Egg-coated bread, grilled/pan-fried, served  with sliced cheese",Grains and staples,Bread-based dishes,100%,1 slice(s) = 113g,-,Derived,2026,Per 100g,Per Serving (113g),273,308,13.07,14.77,11.28,12.75,4.85,5.48,0.2,0.23,29.65,33.5,5.07,5.73,-,-,2.09,2.36,512,579,110,124,312,353,2.16,2.44,36.01,40.69,-,-,1.22,1.38,3.17,3.58,19.34,21.85,-,-,0.6,0.68,0.77,0.87,1.03,1.16,Trace,Trace,1.5,1.69,0.34,0.38,-,-,23.46,26.51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Cheeseburger,"Burger bun with beef patty, pickled vegetable, sliced cheese and tomato sauce",Grains and staples,Bread-based dishes,100%,1 burger(s) = 185g,-,Lab Analysis,2023,Per 100g,Per Serving (185g),291,538,15.5,28.68,17,31.45,9.51,17.59,-,-,18.9,34.96,4.92,9.1,-,-,1.71,3.16,490,907,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chicken banh mi,"Vietnamese sandwich with grilled chicken, pickled vegetables and herbs in baguette",Grains and staples,Bread-based dishes,100%,1 whole = 212g,-,Lab Analysis,2018,Per 100g,Per Serving (212g),185,392,9.4,19.93,9.25,19.61,2.84,6.02,0.03,0.06,16,33.92,1.8,3.82,-,-,2.1,4.45,439,931,-,-,24,51,1.12,2.37,-,-,-,-,3.24,6.87,3.14,6.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.93,220.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,1.06,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chicken burrito,"Mexican-style flour tortilla filled with seasoned chicken, rice, beans, cheese, mixed vegetables (lettuce, tomato, cabbage)",Grains and staples,Bread-based dishes,100%,1 whole = 435g,-,Lab Analysis,2023,Per 100g,Per Serving (435g),193,840,10.65,46.33,7.83,34.06,3.19,13.88,-,-,19.87,86.43,2,8.7,-,-,2.57,11.18,563,2449,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chicken curry bun,Soft bread roll filled with curry-spiced chicken and potatoes,Grains and staples,Bread-based dishes,100%,1 whole = 70g,-,Lab Analysis,2023,Per 100g,Per Serving (70g),267,187,9.2,6.44,9.95,6.96,5.14,3.6,-,-,34.99,24.49,9.59,6.71,-,-,2.06,1.44,414,290,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chicken kebab (wrap),Flat bread or wrap filled with chicken and vegetables,Grains and staples,Bread-based dishes,100%,1 wrap(s) = 266g,-,Lab Analysis,2025,Per 100g,Per Serving (266g),200,532,8.19,21.79,10.2,27.13,2.59,6.89,0.05,0.13,18.85,50.14,3.05,8.11,-,-,2.24,5.96,413,1099,214,569,30,80,0.87,2.31,61.1,162.53,-,-,3.44,9.15,2.79,7.42,Trace,Trace,-,-,1.2,3.19,0.95,2.53,0.9,2.39,Trace,Trace,Trace,Trace,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chicken pau,"Bun filled with minced chicken meat, steamed",Grains and staples,Bread-based dishes,100%,1 whole = 115g,-,Lab Analysis,2025,Per 100g,Per Serving (115g),215,247,10.2,11.73,5.75,6.61,1.86,2.14,0.02,0.02,30.55,35.13,8.65,9.95,-,-,1.86,2.14,335,385,135,155,16,18,0.37,0.43,52.35,60.2,-,-,1.14,1.31,2.18,2.51,Trace,Trace,-,-,0.45,0.52,0.4,0.46,0.3,0.35,Trace,Trace,7.5,8.63,Trace,Trace,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chicken pie,Baked puff pastry filled with chicken chunks and mixed vegetables in a creamy sauce,Grains and staples,Bread-based dishes,100%,1 piece(s) = 160g,-,Lab Analysis,2025,Per 100g,Per Serving (160g),293,469,7.25,11.6,17.25,27.6,8.07,12.91,0.26,0.42,27.25,43.6,3.35,5.36,-,-,2.14,3.42,419,670,158,253,19,30,0.79,1.26,46.85,74.96,-,-,1.91,3.06,5.23,8.37,Trace,Trace,-,-,0.2,0.32,0.4,0.64,0.7,1.12,Trace,Trace,1.9,3.04,0.1,0.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Chicken quesadilla,"Mexican-style grilled flour tortilla filled with seasoned chicken, cheese, mixed vegetables (lettuce, tomato, cabbage)",Grains and staples,Bread-based dishes,100%,1 whole = 346g,-,Lab Analysis,2023,Per 100g,Per Serving (346g),240,830,14.09,48.75,13.35,46.19,5.82,20.14,-,-,15.87,54.91,3.38,11.69,-,-,1.72,5.95,731,2529,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Coffee bun,Soft bread roll with coffee-flavoured topping that creates a crispy crust when baked,Grains and staples,Bread-based dishes,100%,1 whole = 50g,-,Lab Analysis,2025,Per 100g,Per Serving (50g),429,215,8.44,4.22,23.05,11.53,11.55,5.78,0.72,0.36,46.95,23.48,12.9,6.45,-,-,1.36,0.68,279,140,107,54,39,20,0.47,0.23,20.55,10.28,-,-,1.5,0.75,5.22,2.61,11.5,5.75,-,-,1.75,0.88,2.35,1.18,0.7,0.35,Trace,Trace,7.4,3.7,0.6,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grains and staples,Custard bun,"Soft bread roll filled with sweet, creamy egg custard",Grains and staples,Bread-based dishes,100%,1 whole = 86g,-,Lab Analysis,2026,Per 100g,Per Serving (86g),293,252,7.5,6.45,8.6,7.4,4.4,3.78,0.06,0.05,46.42,39.92,7.9,6.79,-,-,1.5,1.29,213,183,144,124,57,49,0.84,0.72,35,30.1,-,-,-,-,-,-,-,-,-,-,1,0.86,1.5,1.29,0.6,0.52,0,0,3.7,3.18,1.1,0.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
