id,dish_name,other_names,category,food_group,food_subgroup,description,serving_default_desc,serving_basis,kcal_default,kcal_per_100,per100_unit,protein_g,carbs_g,fat_g,portion_note,input_mode,is_favourite,source,last_updated
fish-ngoh-hiang,Fish ngoh hiang,,Fish and seafood,Fish and seafood,Processed fish and seafood,Deep-fried minced fish roll in beancurd skin,1 roll(s) = 140g,Per Serving (140g),407,291,Per 100g,7,38.78,24.92,,photo,FALSE,Lab Analysis,2010
fish-tofu,Fish tofu,,Fish and seafood,Fish and seafood,Processed fish and seafood,"Fishcake made from mixture of fish meat, tofu, and surimi",1 piece(s) = 115g,Per Serving (115g),124,108,Per 100g,12.42,2.76,7.02,,photo,FALSE,Lab Analysis,2026
fishcake,Fishcake,,Fish and seafood,Fish and seafood,Processed fish and seafood,Deep-fried fishcake made of Surimi (fish paste) and flour,1 piece(s) = 50g,Per Serving (50g),46,92,Per 100g,6.75,1.05,1.65,,photo,FALSE,Lab Analysis,2010
fried-fish-ball,Fried fish ball,,Fish and seafood,Fish and seafood,Processed fish and seafood,"Scraped fish meat made into round shape, deep-fried",1 piece(s) = 36g,Per Serving (36g),27,75,Per 100g,3.71,1.94,0.5,,photo,FALSE,Lab Analysis,2026
otah,Otah,,Fish and seafood,Fish and seafood,Processed fish and seafood,"Ground fish meat mixed with spices, grilled",1 piece(s) = 29g,Per Serving (29g),28,98,Per 100g,1.68,1.22,1.86,,photo,FALSE,Lab Analysis,2010
sotong-ball,Sotong ball,,Fish and seafood,Fish and seafood,Processed fish and seafood,Deep-fried squid paste balls,1 piece(s) = 30g,Per Serving (30g),55,184,Per 100g,3.45,3.84,2.88,,photo,FALSE,Lab Analysis,2010
spicy-fishcake,Spicy fishcake,,Fish and seafood,Fish and seafood,Processed fish and seafood,"Fishcake made of fish paste, flour and diced chilli",1 piece(s) = 50g,Per Serving (50g),56,112,Per 100g,4.25,6.05,1.65,,photo,FALSE,Lab Analysis,2010
dried-cuttlefish,Dried cuttlefish,,Fish and seafood,Fish and seafood,Processed fish and seafood,"Dehydrated cuttlefish with yellowish-white to brown color, chewy and dense texture",1 whole = 77g,Per Serving (77g),221,287,Per 100g,50.28,1.62,1.46,,photo,FALSE,Borrowed,2025
dried-fish-maw,Dried fish maw,,Fish and seafood,Fish and seafood,Processed fish and seafood,"Dehydrated fish maw with golden-white to amber color, spongy and fibrous texture",1 piece(s) = 10g,Per Serving (10g),28,278,Per 100g,6.41,0.44,0.05,,photo,FALSE,Borrowed,2025
boiled-clams-la-la,Boiled clams (la la),,Fish and seafood,Fish and seafood,Seafood,Boiled clams with shells intact,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),148,148,Per 100g,25.55,5.13,1.95,,photo,FALSE,Borrowed,2025
abalone-raw,"Abalone, raw",,Fish and seafood,Fish and seafood,Seafood,"Fresh uncooked marine mollusk, pearl white to beige flesh, firm and chewy texture, deshelled.",1 whole (medium) = 100g,Per Serving (100g),105,105,Per 100g,17.1,6.01,0.76,,photo,FALSE,Borrowed,2025
black-tiger-prawn-raw,"Black tiger prawn, raw",,Fish and seafood,Fish and seafood,Seafood,"Fresh uncooked crustacean with dark grey-blue striped shell, white to pinkish flesh, firm and succulent texture",1 whole = 55g,Per Serving (55g),23,82,Per 100g,5.06,0.08,0.08,,photo,FALSE,Borrowed,2025
blue-crab-raw,"Blue crab, raw",,Fish and seafood,Fish and seafood,Seafood,"Raw, uncooked crustacean with blue-green shell, tender and sweet meat",1 whole = 250g,Per Serving (250g),76,87,Per 100g,15.8,0.03,0.95,,photo,FALSE,Borrowed,2025
boiled-scallop,Boiled scallop,,Fish and seafood,Fish and seafood,Seafood,"Boiled scallop with tender, firm texture and sweet, delicate flavour",1 cup(s) = 135g,Per Serving (135g),150,111,Per 100g,27.73,7.3,1.13,,photo,FALSE,Borrowed,2025
clam-raw,"Clam, raw",,Fish and seafood,Fish and seafood,Seafood,"Fresh uncooked clam with hard shell, white to beige meat, firm and chewy texture",1 whole (medium) = 15g,Per Serving (15g),5,86,Per 100g,0.88,0.21,0.06,,photo,FALSE,Borrowed,2025
cockle-raw,"Cockle, raw",,Fish and seafood,Fish and seafood,Seafood,"Fresh uncooked cockle, white to beige meat, tender and chewy texture, deshelled.",1 cup(s) = 240g,Per Serving (240g),190,79,Per 100g,32.4,11.28,1.68,,photo,FALSE,Borrowed,2025
crayfish-raw,"Crayfish, raw",,Fish and seafood,Fish and seafood,Seafood,"Fresh uncooked freshwater crayfish with reddish-brown shell, translucent to white meat, firm and sweet texture",1 whole = 500g,Per Serving (500g),46,77,Per 100g,9.58,0,0.57,,photo,FALSE,Borrowed,2025
cuttlefish-raw,"Cuttlefish, raw",,Fish and seafood,Fish and seafood,Seafood,"Fresh uncooked cuttlefish with translucent white flesh, firm and smooth texture",1 whole = 89g,Per Serving (89g),46,79,Per 100g,9.39,0.47,0.4,,photo,FALSE,Borrowed,2025
jellyfish-raw,"Jellyfish, raw",,Fish and seafood,Fish and seafood,Seafood,"Fresh uncooked jellyfish with translucent white to light blue coloring, crisp and crunchy texture",1 piece(s) = 40g,Per Serving (40g),13,33,Per 100g,1.48,1.52,0.12,,photo,FALSE,Borrowed,2025
lobster-raw,"Lobster, raw",,Fish and seafood,Fish and seafood,Seafood,"Fresh uncooked crustacean with dark blue-black shell, white to translucent flesh, firm and succulent texture",1 whole = 150g,Per Serving (150g),35,77,Per 100g,7.43,0,0.34,,photo,FALSE,Borrowed,2025
shark-fillet-raw,"Shark fillet, raw",,Fish and seafood,Fish and seafood,Seafood,"Fresh uncooked boneless fillets with firm white to pinkish flesh, dense and meaty texture.",1 fillet(s) = 200g,Per Serving (200g),208,104,Per 100g,49.2,0,0.8,,photo,FALSE,Borrowed,2025
squid-raw,"Squid, raw",,Fish and seafood,Fish and seafood,Seafood,Fresh uncooked squid with translucent white flesh and purplish-grey skin,1 whole (medium) = 500g,Per Serving (500g),428,92,Per 100g,72.45,14.32,6.42,,photo,FALSE,Borrowed,2025
steamed-clam,Steamed clam,,Fish and seafood,Fish and seafood,Seafood,Steamed marine bivalve mollusk in shells with tender and chewy flesh.,1 whole (medium) = 15g,Per Serving (15g),6,148,Per 100g,0.96,0.19,0.07,,photo,FALSE,Borrowed,2025
steamed-crayfish,Steamed crayfish,,Fish and seafood,Fish and seafood,Seafood,"Steamed freshwater crayfish with bright red shell, translucent to white meat, firm and sweet texture",1 whole = 500g,Per Serving (500g),49,82,Per 100g,10.06,0,0.72,,photo,FALSE,Borrowed,2025
steamed-cuttlefish,Steamed cuttlefish,,Fish and seafood,Fish and seafood,Seafood,"Steamed cuttlefish with translucent white flesh, firm and smooth texture",1 piece(s) = 110g,Per Serving (110g),113,158,Per 100g,23.22,1.17,1,,photo,FALSE,Borrowed,2025
steamed-lobster,Steamed lobster,,Fish and seafood,Fish and seafood,Seafood,"Steamed large crustacean with red shell, white to translucent flesh, firm and succulent texture",1 whole = 150g,Per Serving (150g),40,89,Per 100g,8.55,0,0.39,,photo,FALSE,Borrowed,2025
steamed-mussel,Steamed mussel,,Fish and seafood,Fish and seafood,Seafood,Steamed shellfish with blue-black shell and orange-yellow meat,1 whole (medium) = 16g,Per Serving (16g),11,172,Per 100g,1.52,0.47,0.29,,photo,FALSE,Borrowed,2025
assam-prawn,Assam prawn,,Fish and seafood,Fish and seafood,Seafood-based dishes,Prawn fried in thick chilli sauce,1 scoop(s) (serving spoon) = 122g,Per Serving (122g),134,110,Per 100g,19.52,3.32,4.73,,photo,FALSE,Lab Analysis,2010
black-pepper-crab,Black pepper crab,,Fish and seafood,Fish and seafood,Seafood-based dishes,Crab stir-fried with black pepper sauce,1 pincer(s) = 177g,Per Serving (177g),114,132,Per 100g,16.48,0,5.44,,photo,FALSE,Lab Analysis,2010
cereal-prawn,Cereal prawn,,Fish and seafood,Fish and seafood,Seafood-based dishes,Deep-fried prawns coated with cereal flakes,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),235,351,Per 100g,10.52,12.68,15.85,,photo,FALSE,Lab Analysis,2026
chilli-crab,Chilli crab,,Fish and seafood,Fish and seafood,Seafood-based dishes,Crab stir-fried in thick red chilli and egg mixture gravy,1 pincer(s) = 177g,Per Serving (177g),152,86,Per 100g,8.2,9.77,9.03,,photo,FALSE,Lab Analysis,2024
fried-baby-sotong,Fried baby sotong,,Fish and seafood,Fish and seafood,Seafood-based dishes,Deep-fried baby squid,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),418,418,Per 100g,30.2,12.3,27.5,,photo,FALSE,Lab Analysis,2010
fried-beancurd-shrimp-roll,Fried beancurd shrimp roll,,Fish and seafood,Fish and seafood,Seafood-based dishes,Fried beancurd skin with shrimp,1 piece(s) = 29g,Per Serving (29g),77,265,Per 100g,4.64,2.2,5.51,,photo,FALSE,Lab Analysis,2010
fried-calamari-rings,Fried calamari rings,,Fish and seafood,Fish and seafood,Seafood-based dishes,Deep-fried battered squid ring,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),448,448,Per 100g,18.7,22.6,30.8,,photo,FALSE,Lab Analysis,2010
fried-cuttlefish-with-chili-powder,Fried cuttlefish with chili powder,,Fish and seafood,Fish and seafood,Seafood-based dishes,Deep-fried cuttlefish strips seasoned with spicy chilli powder,1 piece(s) = 100g,Per Serving (100g),88,88,Per 100g,14.8,0.4,3,,photo,FALSE,Lab Analysis,2010
fried-wanton-pork-prawn,Fried wanton (pork & prawn),,Fish and seafood,Fish and seafood,Seafood-based dishes,Deep-fried dumpling with minced pork and prawn filling,1 piece(s) = 20g,Per Serving (20g),85,424,Per 100g,2.34,5.38,5.98,,photo,FALSE,Lab Analysis,2010
fried-wanton-prawn,Fried wanton (prawn),,Fish and seafood,Fish and seafood,Seafood-based dishes,Deep-fried minced prawn meat mixed with corn starch and wrapped with wanton wrapper,1 piece(s) = 26g,Per Serving (26g),62,239,Per 100g,3.15,4.14,3.67,,photo,FALSE,Lab Analysis,2010
har-gao,Har gao,,Fish and seafood,Fish and seafood,Seafood-based dishes,"Minced prawns and fish meat, wrapped in a flour skin and steamed",1 piece(s) = 25g,Per Serving (25g),47,188,Per 100g,1.72,4.81,2.31,,photo,FALSE,Lab Analysis,2025
prawn-dumpling,Prawn dumpling,,Fish and seafood,Fish and seafood,Seafood-based dishes,"Steamed dumplings filled with minced prawns and bamboo shoots, served with vegetables in soup",1 piece(s) = 49g,Per Serving (49g),74,152,Per 100g,4.95,4.34,4.14,,photo,FALSE,Lab Analysis,2025
prawn-fritter,Prawn fritter,,Fish and seafood,Fish and seafood,Seafood-based dishes,Deep-fried prawn with batter,1 piece(s) = 97g,Per Serving (97g),281,297,Per 100g,8.95,29.44,14.2,,photo,FALSE,Lab Analysis,2026
prawn-rolls-hae-zho,Prawn rolls (hae zho),,Fish and seafood,Fish and seafood,Seafood-based dishes,Deep-fried minced prawn and pork rolls in beancurd skin,1 piece(s) = 28g,Per Serving (28g),73,262,Per 100g,3.87,4.49,4.44,,photo,FALSE,Lab Analysis,2023
salted-egg-squid,Salted egg squid,,Fish and seafood,Fish and seafood,Seafood-based dishes,Deep-fried squid coated in salted egg sauce,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),379,379,Per 100g,10.88,17.72,29.42,,photo,FALSE,Lab Analysis,2018
sambal-clams-la-la,Sambal clams (la la),,Fish and seafood,Fish and seafood,Seafood-based dishes,Stir-fried clams in spicy chilli sambal sauce,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),118,118,Per 100g,7.88,4,7.86,,photo,FALSE,Lab Analysis,2018
sambal-prawns,Sambal prawns,,Fish and seafood,Fish and seafood,Seafood-based dishes,Malay-style spicy prawn dish stir fried in belachan (fermented shrimp paste block) and chilli,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),105,122,Per 100g,7.88,3.58,6.51,,photo,FALSE,Lab Analysis,2026
sambal-sotong,Sambal sotong,,Fish and seafood,Fish and seafood,Seafood-based dishes,Stir-fried cuttlefish with belachan (fermented shrimp paste block) and chilli,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),115,115,Per 100g,12.3,4.8,5.2,,photo,FALSE,Lab Analysis,2010
sambal-stingray,Sambal stingray,,Fish and seafood,Fish and seafood,Seafood-based dishes,Grilled stingray served with a layer of spicy sambal chilli paste,1 plate(s) = 254g,Per Serving (254g),424,167,Per 100g,41.78,17.15,20.96,,photo,FALSE,Lab Analysis,2024
sambal-tumis-sotong-kering,Sambal tumis sotong kering,,Fish and seafood,Fish and seafood,Seafood-based dishes,"Dried cuttlefish fried with ground peanut, anchovy, tamarind and belachan",1 scoop(s) (serving spoon) = 100g,Per Serving (100g),207,207,Per 100g,18.3,2.5,13.7,,photo,FALSE,Lab Analysis,2010
seafood-soup,Seafood soup,,Fish and seafood,Fish and seafood,Seafood-based dishes,"Clear soup with prawns, crabstick, fish, tofu, vegetables and seaweed",1 bowl(s) = 674g,Per Serving (674g),157,24,Per 100g,9.71,23.29,2.62,,photo,FALSE,Lab Analysis,2025
seafood-tom-yum-soup-clear,Seafood tom yum soup (clear),,Fish and seafood,Fish and seafood,Seafood-based dishes,"Thai-style spicy and tangy soup, cooked with mixed seafood and lemon grass",1 bowl(s) = 546g,Per Serving (546g),207,38,Per 100g,16.49,23.15,5.3,,photo,FALSE,Lab Analysis,2023
sotong-masak-hitam,Sotong masak hitam,,Fish and seafood,Fish and seafood,Seafood-based dishes,Squid cooked with chilli gravy,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),155,155,Per 100g,14.3,0.7,10.6,,photo,FALSE,Lab Analysis,2010
sotong-panggang,Sotong panggang,,Fish and seafood,Fish and seafood,Seafood-based dishes,Grilled squid with spices and marinade,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),121,121,Per 100g,14.2,3.3,5.63,,photo,FALSE,Lab Analysis,2010
stir-fried-cuttlefish-with-chilli,Stir fried cuttlefish with chilli,,Fish and seafood,Fish and seafood,Seafood-based dishes,Stir-fried cuttlefish with sliced onions and chilli,1 scoop(s) (serving spoon) = 100g,Per Serving (100g),144,144,Per 100g,11.5,2.51,9.73,,photo,FALSE,Lab Analysis,2010
fish-and-chips,Fish and chips,,Fish and seafood,Fish and seafood,Fish-based dishes,"Deep-fried battered fish, served with tartar sauce and fries on the side",1 plate(s) = 345g,Per Serving (345g),911,264,Per 100g,27.12,70.86,57.44,,photo,FALSE,Derived,2026
avocado,Avocado,,Fruit,Fruit,Fresh fruit,Pear-shaped green fruit with creamy buttery texture when ripe. Seed removed,1 whole = 272g,Per Serving (272g),313,160,Per 100g,3.92,16.71,28.71,,photo,FALSE,Borrowed,2025
banana,Banana,,Fruit,Fruit,Fresh fruit,Elongated and curved tropical fruit with soft sweet flesh. Skin removed,1 whole (medium) = 118g,Per Serving (118g),72,94,Per 100g,1.07,15.03,0.15,,photo,FALSE,Borrowed,2025
cut-mixed-fruits,Cut mixed fruits,,Fruit,Fruit,Fresh fruit,"A mixture of sliced papaya, pineapple, honeydew and watermelon",1 cup(s) = 289g,Per Serving (289g),146,58,Per 100g,0.88,18.02,0.78,,photo,FALSE,Derived,2026
durian,Durian,,Fruit,Fruit,Fresh fruit,"Large spiky fruit with creamy yellow flesh, strong distinctive aroma and a rich custard-like texture",1 piece(s) (seed) = 27g,Per Serving (27g),45,165,Per 100g,0.68,7.99,1.11,,photo,FALSE,Lab Analysis,2010
lime,Lime,,Fruit,Fruit,Fresh fruit,"Small round green citrus fruit with yellow flesh, seeds and sour juice",1 whole = 35g,Per Serving (35g),7,30,Per 100g,0.17,2.58,0.05,,photo,FALSE,Borrowed,2025
longan,Longan,,Fruit,Fruit,Fresh fruit,Small round brown fruit with sweet translucent flesh wrapped around a small black seed,1 handful(s) = 50g,Per Serving (50g),22,60,Per 100g,0.47,5.45,0.04,,photo,FALSE,Borrowed,2025
